"Title: Number of Deaths Due to Injury by Firearms per 100,000 Population | The Henry J. Kaiser Family Foundation"
"Timeframe: 2011"
"Location","Firearms Death Rate per 100,000"
"United States","10.2"
"Alabama","16"
"Alaska","17.5"
"Arizona","14.7"
"Arkansas","16.1"
"California","7.8"
"Colorado","10.9"
"Connecticut","5.8"
"Delaware","8.2"
"District of Columbia","11.8"
"Florida","12"
"Georgia","12.6"
"Hawaii","3.5"
"Idaho","12.3"
"Illinois","8.6"
"Indiana","9.7"
"Iowa","7.1"
"Kansas","11.4"
"Kentucky","13.8"
"Louisiana","18.9"
"Maine","9.5"
"Maryland","9.3"
"Massachusetts","3.8"
"Michigan","11.8"
"Minnesota","7.2"
"Mississippi","18"
"Missouri","14"
"Montana","16.4"
"Nebraska","8.8"
"Nevada","13.7"
"New Hampshire","6.4"
"New Jersey","5.6"
"New Mexico","14.8"
"New York","5"
"North Carolina","11.8"
"North Dakota","8.8"
"Ohio","10.5"
"Oklahoma","16.6"
"Oregon","10.5"
"Pennsylvania","11.1"
"Rhode Island","3"
"South Carolina","14.8"
"South Dakota","8.4"
"Tennessee","14.4"
"Texas","10.3"
"Utah","12.1"
"Vermont","11.7"
"Virginia","10.5"
"Washington","8.8"
"West Virginia","14.5"
"Wisconsin","7.7"
"Wyoming","16.8"

"Notes"
"Age-adjusted rates per 100,000 U.S. standard population. Since death rates are affected by the population composition of a given area, age-adjusted death rates should be used for comparisons between areas because they control for differences in population composition."
""
"Causes of death attributable to firearm mortality include ICD-10 Codes W32-W34, Accidental discharge of firearm; Codes X72-X74, Intentional self-harm by firearm; X93-X95, Assault by firearm; Y22-Y24, Firearm discharge, undetermined intent; and Y35.0, Legal intervention involving firearm discharge. Deaths from injury by firearms exclude deaths due to explosives and other causes indirectly related to firearms."

"Sources"
"Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death 1999-2017 on [CDC WONDER Online Database](http://wonder.cdc.gov/), released 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on February 8, 2019."


