"Title: Number of Deaths Due to Injury by Firearms per 100,000 Population | The Henry J. Kaiser Family Foundation"
"Timeframe: 2006"
"Location","Firearms Death Rate per 100,000"
"United States","10.3"
"Alabama","16.8"
"Alaska","17.1"
"Arizona","16.3"
"Arkansas","15.1"
"California","9.2"
"Colorado","10.4"
"Connecticut","5"
"Delaware","9.1"
"District of Columbia","20.4"
"Florida","11.1"
"Georgia","12.6"
"Hawaii","2.4"
"Idaho","12.7"
"Illinois","8.1"
"Indiana","11.6"
"Iowa","6.3"
"Kansas","10.9"
"Kentucky","12.5"
"Louisiana","19.1"
"Maine","7.3"
"Maryland","12.1"
"Massachusetts","3.2"
"Michigan","11.5"
"Minnesota","6.4"
"Mississippi","16.6"
"Missouri","13.1"
"Montana","12.4"
"Nebraska","7.7"
"Nevada","16.3"
"New Hampshire","6.2"
"New Jersey","5.8"
"New Mexico","14.5"
"New York","5.2"
"North Carolina","12.6"
"North Dakota","6.5"
"Ohio","9.7"
"Oklahoma","13.4"
"Oregon","10.2"
"Pennsylvania","10.9"
"Rhode Island","4.2"
"South Carolina","13.9"
"South Dakota","9.7"
"Tennessee","15.3"
"Texas","10.5"
"Utah","9.8"
"Vermont","8.1"
"Virginia","10.4"
"Washington","8.4"
"West Virginia","13.2"
"Wisconsin","7.6"
"Wyoming","15"

"Notes"
"Age-adjusted rates per 100,000 U.S. standard population. Since death rates are affected by the population composition of a given area, age-adjusted death rates should be used for comparisons between areas because they control for differences in population composition."
""
"Causes of death attributable to firearm mortality include ICD-10 Codes W32-W34, Accidental discharge of firearm; Codes X72-X74, Intentional self-harm by firearm; X93-X95, Assault by firearm; Y22-Y24, Firearm discharge, undetermined intent; and Y35.0, Legal intervention involving firearm discharge. Deaths from injury by firearms exclude deaths due to explosives and other causes indirectly related to firearms."

"Sources"
"Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death 1999-2017 on [CDC WONDER Online Database](http://wonder.cdc.gov/), released 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on February 8, 2019."


