"Title: Number of Deaths Due to Injury by Firearms per 100,000 Population | The Henry J. Kaiser Family Foundation"
"Timeframe: 2004"
"Location","Firearms Death Rate per 100,000"
"United States","10"
"Alabama","14.8"
"Alaska","17.5"
"Arizona","15.9"
"Arkansas","14.7"
"California","9.3"
"Colorado","12"
"Connecticut","4.9"
"Delaware","8.8"
"District of Columbia","22.4"
"Florida","10.5"
"Georgia","12.2"
"Hawaii","3.1"
"Idaho","13"
"Illinois","7.8"
"Indiana","10.3"
"Iowa","6.4"
"Kansas","10.8"
"Kentucky","13.1"
"Louisiana","19.6"
"Maine","7.8"
"Maryland","11.9"
"Massachusetts","3.2"
"Michigan","10.5"
"Minnesota","7.1"
"Mississippi","16.4"
"Missouri","11.5"
"Montana","13.1"
"Nebraska","6.7"
"Nevada","16.8"
"New Hampshire","5"
"New Jersey","5.4"
"New Mexico","15.2"
"New York","4.9"
"North Carolina","12.3"
"North Dakota","7.6"
"Ohio","9"
"Oklahoma","12.9"
"Oregon","10.4"
"Pennsylvania","10.2"
"Rhode Island","3.6"
"South Carolina","13.5"
"South Dakota","10"
"Tennessee","14.6"
"Texas","10.7"
"Utah","10.2"
"Vermont","9.5"
"Virginia","10.9"
"Washington","9.2"
"West Virginia","13.6"
"Wisconsin","7.4"
"Wyoming","11"

"Notes"
"Age-adjusted rates per 100,000 U.S. standard population. Since death rates are affected by the population composition of a given area, age-adjusted death rates should be used for comparisons between areas because they control for differences in population composition."
""
"Causes of death attributable to firearm mortality include ICD-10 Codes W32-W34, Accidental discharge of firearm; Codes X72-X74, Intentional self-harm by firearm; X93-X95, Assault by firearm; Y22-Y24, Firearm discharge, undetermined intent; and Y35.0, Legal intervention involving firearm discharge. Deaths from injury by firearms exclude deaths due to explosives and other causes indirectly related to firearms."

"Sources"
"Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death 1999-2017 on [CDC WONDER Online Database](http://wonder.cdc.gov/), released 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on February 8, 2019."


