"Title: Number of Deaths Due to Injury by Firearms per 100,000 Population | The Henry J. Kaiser Family Foundation"
"Timeframe: 2009"
"Location","Firearms Death Rate per 100,000"
"United States","10.1"
"Alabama","17.2"
"Alaska","14.9"
"Arizona","13.5"
"Arkansas","16.2"
"California","8.2"
"Colorado","11.6"
"Connecticut","4.9"
"Delaware","8.8"
"District of Columbia","15.9"
"Florida","12"
"Georgia","13.1"
"Hawaii","3.4"
"Idaho","12.8"
"Illinois","8.2"
"Indiana","11.3"
"Iowa","6.2"
"Kansas","10.8"
"Kentucky","12.8"
"Louisiana","18.1"
"Maine","8.6"
"Maryland","10.1"
"Massachusetts","3.1"
"Michigan","11.1"
"Minnesota","6.2"
"Mississippi","16.7"
"Missouri","13.7"
"Montana","15.9"
"Nebraska","7.3"
"Nevada","15.1"
"New Hampshire","6.3"
"New Jersey","4.7"
"New Mexico","14.5"
"New York","4.8"
"North Carolina","11.6"
"North Dakota","8.9"
"Ohio","8.5"
"Oklahoma","14.4"
"Oregon","10.4"
"Pennsylvania","10.4"
"Rhode Island","5"
"South Carolina","13.5"
"South Dakota","9.4"
"Tennessee","15.1"
"Texas","11"
"Utah","10.4"
"Vermont","8.9"
"Virginia","10.3"
"Washington","9.1"
"West Virginia","13.1"
"Wisconsin","7.9"
"Wyoming","17.6"

"Notes"
"Age-adjusted rates per 100,000 U.S. standard population. Since death rates are affected by the population composition of a given area, age-adjusted death rates should be used for comparisons between areas because they control for differences in population composition."
""
"Causes of death attributable to firearm mortality include ICD-10 Codes W32-W34, Accidental discharge of firearm; Codes X72-X74, Intentional self-harm by firearm; X93-X95, Assault by firearm; Y22-Y24, Firearm discharge, undetermined intent; and Y35.0, Legal intervention involving firearm discharge. Deaths from injury by firearms exclude deaths due to explosives and other causes indirectly related to firearms."

"Sources"
"Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death 1999-2017 on [CDC WONDER Online Database](http://wonder.cdc.gov/), released 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on February 8, 2019."


