"Title: Number of Deaths Due to Injury by Firearms per 100,000 Population | The Henry J. Kaiser Family Foundation"
"Timeframe: 2005"
"Location","Firearms Death Rate per 100,000"
"United States","10.3"
"Alabama","16"
"Alaska","17.5"
"Arizona","16.1"
"Arkansas","15.7"
"California","9.5"
"Colorado","11.6"
"Connecticut","5.3"
"Delaware","8.8"
"District of Columbia","23.8"
"Florida","10"
"Georgia","12.1"
"Hawaii","2.1"
"Idaho","14.1"
"Illinois","8"
"Indiana","11.2"
"Iowa","6.7"
"Kansas","9.3"
"Kentucky","13"
"Louisiana","18.5"
"Maine","7.8"
"Maryland","11.9"
"Massachusetts","3.4"
"Michigan","10.8"
"Minnesota","7"
"Mississippi","16"
"Missouri","12.9"
"Montana","16.9"
"Nebraska","7.7"
"Nevada","16.1"
"New Hampshire","6.6"
"New Jersey","5.2"
"New Mexico","13.9"
"New York","5.3"
"North Carolina","12.8"
"North Dakota","8.8"
"Ohio","9.6"
"Oklahoma","13.2"
"Oregon","10.7"
"Pennsylvania","10.8"
"Rhode Island","3.6"
"South Carolina","13.8"
"South Dakota","10.2"
"Tennessee","16"
"Texas","11.1"
"Utah","10.1"
"Vermont","6.8"
"Virginia","11.5"
"Washington","8.8"
"West Virginia","13.8"
"Wisconsin","8.5"
"Wyoming","13.4"

"Notes"
"Age-adjusted rates per 100,000 U.S. standard population. Since death rates are affected by the population composition of a given area, age-adjusted death rates should be used for comparisons between areas because they control for differences in population composition."
""
"Causes of death attributable to firearm mortality include ICD-10 Codes W32-W34, Accidental discharge of firearm; Codes X72-X74, Intentional self-harm by firearm; X93-X95, Assault by firearm; Y22-Y24, Firearm discharge, undetermined intent; and Y35.0, Legal intervention involving firearm discharge. Deaths from injury by firearms exclude deaths due to explosives and other causes indirectly related to firearms."

"Sources"
"Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death 1999-2017 on [CDC WONDER Online Database](http://wonder.cdc.gov/), released 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on February 8, 2019."


