"Title: Number of Deaths Due to Injury by Firearms per 100,000 Population | The Henry J. Kaiser Family Foundation"
"Timeframe: 1999"
"Location","Firearms Death Rate per 100,000"
"United States","10.3"
"Alabama","17.7"
"Alaska","15.8"
"Arizona","16.3"
"Arkansas","14.6"
"California","9.3"
"Colorado","10.8"
"Connecticut","5.9"
"Delaware","8.7"
"District of Columbia","25.5"
"Florida","10.7"
"Georgia","13.7"
"Hawaii","3.4"
"Idaho","12.2"
"Illinois","9.7"
"Indiana","11.2"
"Iowa","6.8"
"Kansas","10"
"Kentucky","12.9"
"Louisiana","17.5"
"Maine","8.7"
"Maryland","12.7"
"Massachusetts","3"
"Michigan","11"
"Minnesota","6.1"
"Mississippi","18.2"
"Missouri","12.7"
"Montana","13.4"
"Nebraska","8.6"
"Nevada","20"
"New Hampshire","5.8"
"New Jersey","4.4"
"New Mexico","16.3"
"New York","5.3"
"North Carolina","13.1"
"North Dakota","7.5"
"Ohio","8.2"
"Oklahoma","14.8"
"Oregon","11.3"
"Pennsylvania","9.7"
"Rhode Island","5.3"
"South Carolina","13.8"
"South Dakota","9.7"
"Tennessee","14.8"
"Texas","10.5"
"Utah","9.4"
"Vermont","9.3"
"Virginia","11.7"
"Washington","10.1"
"West Virginia","13.3"
"Wisconsin","8.3"
"Wyoming","15.2"

"Notes"
"Age-adjusted rates per 100,000 U.S. standard population. Since death rates are affected by the population composition of a given area, age-adjusted death rates should be used for comparisons between areas because they control for differences in population composition."
""
"Causes of death attributable to firearm mortality include ICD-10 Codes W32-W34, Accidental discharge of firearm; Codes X72-X74, Intentional self-harm by firearm; X93-X95, Assault by firearm; Y22-Y24, Firearm discharge, undetermined intent; and Y35.0, Legal intervention involving firearm discharge. Deaths from injury by firearms exclude deaths due to explosives and other causes indirectly related to firearms."

"Sources"
"Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death 1999-2017 on [CDC WONDER Online Database](http://wonder.cdc.gov/), released 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on February 8, 2019."


