"Title: Number of Deaths Due to Injury by Firearms per 100,000 Population | The Henry J. Kaiser Family Foundation"
"Timeframe: 2000"
"Location","Firearms Death Rate per 100,000"
"United States","10.2"
"Alabama","17.2"
"Alaska","17.9"
"Arizona","15.6"
"Arkansas","15.4"
"California","9.3"
"Colorado","10.3"
"Connecticut","5.3"
"Delaware","6.6"
"District of Columbia","22.8"
"Florida","10.2"
"Georgia","13.4"
"Hawaii","4.2"
"Idaho","10.2"
"Illinois","9"
"Indiana","10.9"
"Iowa","6.4"
"Kansas","11.2"
"Kentucky","13.3"
"Louisiana","17.6"
"Maine","8.5"
"Maryland","11.9"
"Massachusetts","2.7"
"Michigan","10.8"
"Minnesota","6.3"
"Mississippi","16.6"
"Missouri","13.2"
"Montana","14.8"
"Nebraska","9.8"
"Nevada","17.3"
"New Hampshire","6.3"
"New Jersey","4.1"
"New Mexico","16.1"
"New York","5.7"
"North Carolina","13.7"
"North Dakota","6.6"
"Ohio","7.8"
"Oklahoma","13.2"
"Oregon","10.8"
"Pennsylvania","10.1"
"Rhode Island","5.1"
"South Carolina","12.4"
"South Dakota","7.5"
"Tennessee","15.7"
"Texas","10.6"
"Utah","9.9"
"Vermont","8.8"
"Virginia","11.1"
"Washington","8.9"
"West Virginia","13"
"Wisconsin","8"
"Wyoming","11.7"

"Notes"
"Age-adjusted rates per 100,000 U.S. standard population. Since death rates are affected by the population composition of a given area, age-adjusted death rates should be used for comparisons between areas because they control for differences in population composition."
""
"Causes of death attributable to firearm mortality include ICD-10 Codes W32-W34, Accidental discharge of firearm; Codes X72-X74, Intentional self-harm by firearm; X93-X95, Assault by firearm; Y22-Y24, Firearm discharge, undetermined intent; and Y35.0, Legal intervention involving firearm discharge. Deaths from injury by firearms exclude deaths due to explosives and other causes indirectly related to firearms."

"Sources"
"Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death 1999-2017 on [CDC WONDER Online Database](http://wonder.cdc.gov/), released 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on February 8, 2019."


