"Title: Number of Deaths Due to Injury by Firearms per 100,000 Population | The Henry J. Kaiser Family Foundation"
"Timeframe: 2002"
"Location","Firearms Death Rate per 100,000"
"United States","10.5"
"Alabama","16.1"
"Alaska","19.9"
"Arizona","18"
"Arkansas","16.3"
"California","9.8"
"Colorado","11.5"
"Connecticut","4.3"
"Delaware","9.1"
"District of Columbia","30.3"
"Florida","11"
"Georgia","13.4"
"Hawaii","2.8"
"Idaho","12.4"
"Illinois","9.7"
"Indiana","11.7"
"Iowa","6.8"
"Kansas","9.8"
"Kentucky","13.1"
"Louisiana","19.4"
"Maine","6.6"
"Maryland","11.5"
"Massachusetts","3.1"
"Michigan","11"
"Minnesota","6.1"
"Mississippi","17.3"
"Missouri","12.2"
"Montana","14.6"
"Nebraska","8.1"
"Nevada","17.2"
"New Hampshire","5.9"
"New Jersey","4.9"
"New Mexico","16.6"
"New York","5.1"
"North Carolina","13.5"
"North Dakota","9.1"
"Ohio","9.3"
"Oklahoma","12.9"
"Oregon","10.5"
"Pennsylvania","9.9"
"Rhode Island","5.1"
"South Carolina","13.8"
"South Dakota","7.9"
"Tennessee","15.5"
"Texas","10.9"
"Utah","9.7"
"Vermont","9.7"
"Virginia","11"
"Washington","9.4"
"West Virginia","14.8"
"Wisconsin","8.1"
"Wyoming","18.9"

"Notes"
"Age-adjusted rates per 100,000 U.S. standard population. Since death rates are affected by the population composition of a given area, age-adjusted death rates should be used for comparisons between areas because they control for differences in population composition."
""
"Causes of death attributable to firearm mortality include ICD-10 Codes W32-W34, Accidental discharge of firearm; Codes X72-X74, Intentional self-harm by firearm; X93-X95, Assault by firearm; Y22-Y24, Firearm discharge, undetermined intent; and Y35.0, Legal intervention involving firearm discharge. Deaths from injury by firearms exclude deaths due to explosives and other causes indirectly related to firearms."

"Sources"
"Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death 1999-2017 on [CDC WONDER Online Database](http://wonder.cdc.gov/), released 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on February 8, 2019."


